#meleeweapons																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	WeaponClass	WeaponSubClass	IsImplicit	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	BonusAccuracy	MagazineCapacity	ReloadDuration	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	GetMeleeDamageFromCreature	Traits			
venus_blowpipe_1		Venus	2	350	5.6	2	Weapon	MarksmanRifle	Quasi	FALSE	Bolts		quasi_darts_ammo		32 61 crit 1.7	-1.3	rifle_single	0.35	4	0.1	1	1	1	55	0	FALSE	venus_weapon_parts venus_armor_plates		single_load suppressor	
moon_crossbow_sniper_1		Moon	1	350	11	2	Weapon	MarksmanRifle	Quasi	FALSE	Bolts		quasi_bolts_ammo		35 90 crit 1.85	-1.3	rifle_single	0.2	5	0.1	1	1	1	65	0	FALSE	moon_weapon_parts moon_armor_plates		single_load suppressor wounding_pierce piercing	
mercury_staff_sniper_1		Mercury	1	300	6.1	2	Weapon	MarksmanRifle	Quasi	FALSE	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		30 46 crit 2	-0.5	beam_single	0.45	7	0.1	17	9	4	75	0	FALSE	mercury_glass		full_piercing	
worker_hmg_1		Worker PlanetBridge	2	150	12.3	2	Weapon	Machinegun	Rail	FALSE	Bolts		nail_bolts_ammo		12 27 crit 1.5	0.7	rifle_fullauto rifle_sustained	0.2	4	0.2	75	38	6	285	0	FALSE	rusty_plates spring coarse_parts			
cor_worker_hmg_1		CoreWard PlanetBridge	4	450	14.5	2	Weapon	Machinegun	Rail	FALSE	Bolts		nail_bolts_ammo		22 40 crit 1.55	0.2	rifle_fullauto rifle_sustained	0.2	4	0.2	80	40	6	345	0	FALSE	rusty_plates coarse_parts spring		heavy_weapon	
cor_hmg_1		CoreWard	6	1050	9.8	2	Weapon	Machinegun	Firearm	FALSE	Heavy		rifle_basic_ammo		24 41 crit 1.85	0.2	rifle_fullauto rifle_sustained	0.35	5	0.2	60	30	6	315	0	FALSE	ceramite_plates weapon_parts spring		piercing	
army_hmg_1		Specops DaydreamChems PlanetBridge FrancheComte	7	750	13.3	2	Weapon	Machinegun	Firearm	FALSE	Heavy		rifle_basic_ammo		26 44 crit 1.85	0.2	rifle_fullauto rifle_sustained	0.3	5	0.2	70	35	6	315	0	FALSE	ceramite_plates weapon_parts spring		piercing	
pirates_autogun_1		UnchainedBelt	9	950	19.2	2	Weapon	Machinegun	Firearm	FALSE	SuperHeavy		heavy_basic_ammo		37 96 crit 2.05	0.9	rifle_burst rifle_fullauto	0.1	6	0.2	40	20	7	185	0	FALSE	weapon_parts spring		full_piercing unwieldy	
venus_spear_hmg_1		none	100	10150	12.5	2	Weapon	Machinegun	Quasi	FALSE	QuasiCells		quasi_basic_ammo		24 72 crit 1.6	0.2	quasi_fullauto quasi_sustained	0.3	5	0.2	50	50	6	250	0	TRUE			full_piercing	continues_quasi_laser
plasma_hmg_1		SBN CoreWard CResistance	8	850	10.4	2	Weapon	Minigun	Plasma	FALSE	BatteryCells	implicted_plasma_charge	battery_basic_ammo		23 38 crit 1.9	0.1	plasma_sustained	0.35	5	0.25	56	28	7	725	0	FALSE	ceramite_plates capacitor_parts transformer		piercing overheat overclock heavy_weapon	plasma
nature_cyborgbattle_machinegun		none	3	250	12.6	2	Weapon	Minigun	Firearm	TRUE	Heavy		rifle_basic_ammo		20 30 crit 1.95	0.3	rifle_sustained	0.3	5	0.25	80	40	6	360	0	TRUE			piercing ramp_up	
mercury_hmg_staff_1		Mercury	1	300	9	2	Weapon	Minigun	Plasma	FALSE	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		16 27 crit 1.85	0.5	beam_sustained	0.45	6	0.2	72	36	6	385	0	FALSE	mercury_glass		full_piercing ramp_up	
military_minigun_1		RealWare Grasshopper CoreWard	9	950	17.7	2	Weapon	Minigun	Firearm	FALSE	Heavy		rifle_basic_ammo		30 48 crit 1.85	0.5	rifle_sustained	0.2	5	0.25	120	60	6	560	0	FALSE	ceramite_plates weapon_parts spring		piercing ramp_up heavy_weapon	
she_military_minigun_1		SheduThousand	7	850	14	2	Weapon	Minigun	Firearm	FALSE	Heavy		rifle_basic_ammo		22 44 crit 2	0.5	rifle_sustained	0.25	5	0.25	96	48	6	485	0	FALSE	ceramite_plates weapon_parts spring		piercing ramp_up	
plb_worker_shockgun_1		PlanetBridge	5	900	13	2	Weapon	Minigun	Electric	FALSE	BatteryCells	implicted_shockgun	battery_basic_ammo		1 58 crit 1.8	0.5	lightning_sustained	0.2	5	0.25	88	44	7	480	0	FALSE	microelectronics_parts capacitor_parts transformer		piercing ramp_up heavy_weapon	lighting_small
tech_hfg_1		SBN CResistance	10	1050	11.1	2	Weapon	HFG	Laser	FALSE	BatteryCells	implicted_plasma_charge	battery_basic_ammo		47 119 crit 1.9	-1.1	hfg_single	0.35	4	0.2	40	20	7	110	0	FALSE			heavy_weapon fragile	hfg
cor_laser_sniper_1		CoreWard	4	300	12.7	2	Weapon	MarksmanRifle	Laser	FALSE	BatteryCells	implicted_beam	battery_basic_ammo		91 154 crit 1.7	0.5	beam_single	0.25	3	0.15	2	12	1	110	0	FALSE	microelectronics_parts lens		full_piercing selfcharging	continues_laser
toxic_thrower_1		DaydreamChems	4	750	9.9	2	Weapon	Flamethrower	Toxic	FALSE	Toxic	implicted_toxicthrower	toxic_ammo		10 38 crit 1.7	2	pulse_single	0.15	4	0.2	70	35	5	160	0	FALSE	coarse_parts armor_plates			toxic_thrower
worker_flametrower_1		Worker CoreWard CResistance SheduThousand	3	250	6.8	2	Weapon	Flamethrower	Tool	FALSE	Gas	implicted_flamethrower	gas_ammo		9 24 crit 1.6	2.5	flamethrower_single	0.2	4	0.2	60	30	5	135	0	FALSE	coarse_parts rusty_plates		heavy_weapon	
cor_worker_flametrower_1		CoreWard	5	550	11.5	2	Weapon	Flamethrower	Tool	FALSE	Gas	implicted_flamethrower	gas_ammo		12 37 crit 1.6	2	flamethrower_single	0.15	4	0.2	100	50	5	160	0	FALSE	coarse_parts armor_plates			
mars_flamehead		none	1	400	6.9	2	Weapon	Flamethrower	Quasi	TRUE			implicted_flamethrower		12 34 crit 1.65	1.6	flamethrower_single	0.3	4	0.2	50	25	5	135	0	TRUE				
worker_harpoon_1		none	100	999	1	2	Weapon	Harpoonthrower	Tool	FALSE	Heavy		rifle_basic_ammo		99 99 crit 1.00	0	basic_pistol_single	0	7	0.1	4	0	4	45	0	FALSE				
moon_harpoon_1		none	100	999	1	2	Weapon	Harpoonthrower	Tool	FALSE	Heavy		rifle_basic_ammo		99 99 crit 1.00	0	basic_pistol_single	0	7	0.1	4	0	4	45	0	FALSE				
toxic_launcher_1		none	100	999	1	2	Weapon	Flamethrower	Toxic	FALSE	Toxic		toxic_ammo		99 99 crit 1.00	0	basic_pistol_single	0	7	0.1	4	0	4	45	0	FALSE				
grenade_launcher_1		RealWare SheduThousand Grasshopper UnchainedBelt CResistance	5	900	6.6	2	Weapon	GrenadeLauncher	Launcher	FALSE	Heavy		rifle_basic_ammo	frag_grenade	0 0 crit 1	0	launcher_single	0.2	7	0	6	3	1	55	0	FALSE	armor_plates weapon_parts spring	frag_grenade qwasi_grenade thermal_grenade stun_grenade hellfire_grenade	single_load	
venus_hand		none	1	100	10	2	Weapon	Machinegun	Quasi	TRUE			implicted_xiomara_range		11 44 crit 1.5	0.3	quasi_burst quasi_long_fullauto	0.15	5	0.25	36	18	6	135	0	TRUE				
nature_venusrange_fist		none	1	100	10	2	Weapon	Machinegun	Quasi	TRUE			implicted_xiomara_range		11 44 crit 1.5	0.3	quasi_burst quasi_long_fullauto	0.15	5	0.25	36	18	6	135	0	TRUE				
mars_grenade_launcher		none	1	100	7.3	2	Weapon	GrenadeLauncher	Quasi	TRUE	Heavy		rifle_basic_ammo	frag_grenade	0 0 crit 1	0	launcher_single	0.2	7	0	6	3	1	50	0	TRUE			single_load	
minigun_turret		none	1	100	9.5	2	Weapon	Turret	Firearm	TRUE	Heavy		rifle_basic_ammo		17 25 crit 1.8	1	rifle_sustained	0.25	5	0.25	999	999	6	360	0	TRUE			piercing	
firethrower_turret		none	1	100	9.4	2	Weapon	Turret	Tool	TRUE	Gas	implicted_flamethrower	gas_ammo		10 32 crit 1.6	2	flamethrower_single	0.15	4	0.2	999	999	5	175	0	TRUE				
laser_turret		none	1	100	9.6	2	Weapon	Turret	Laser	TRUE	BatteryCells	implicted_beam	battery_basic_ammo		34 58 crit 2.15	-1.3	beam_single	0.5	6	0.05	999	999	6	45	0	TRUE			full_piercing	continues_laser
mars_urparp_headgun		none	1	100	6.1	2	Weapon	Shotgun	Quasi	TRUE			implicted_plasma_shrapnel		28 75 crit 1.6	0.6	plasma_semiauto plasma_fullauto	0.2	4	0.25	12	6	6	110	0	TRUE			piercing	plasma_charge
#end																														
																														
#ammo																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	MaxStack	BallisticType	MinAmmoAmount	MaxAmmoAmount	AmmoType	DmgType	DmgCritChance	RangeBonus	AccuracyMult	ScatterMult	DamageMult	BulletCastsPerShot	StatusEffectId	ChanceToApply	StatusDamageModifier	StatusResistModifier	Traits	ProjectileId					
nail_bolts_ammo		Common Worker Miner CResistance	1	1	0.01	1	Ammo	80	Ballistic	10	20	Bolts	pierce	0.24	0	1	1	1.00	1		0	0	0	armor_pen	nail					
quasi_darts_ammo		Venus	1	2	0.02	1	Ammo	40	Ballistic	10	20	Bolts	pierce	0.16	0	1	1	0.60	1	poisonEffect	0	0.6	-0.1		quasi_dart					
quasi_bolts_ammo		Moon	1	2	0.04	1	Ammo	40	Ballistic	10	20	Bolts	pierce	0.5	0	1	1	0.90	1		0	0	0	armor_pen painful	quasi_bolt					
small_basic_ammo		Common Worker Miner Military Security Medical Science CResistance UnchainedBelt	1	4	0.01	1	Ammo	80	Ballistic	10	20	Bullets	blunt	0.08	0	1	1	1.00	1		0	0	0	knockback	pistol					
small_burst_ammo		Common Worker Miner Military Security Medical Science	3	6	0.01	1	Ammo	80	Ballistic	10	20	Bullets	explosion	0.12	1	1.15	1	1.00	1		0	0	0	incendiary painful wounding	thermal					
small_expansive_ammo		Common Worker Miner Military Security Medical Science	4	8	0.01	1	Ammo	80	Ballistic	10	20	Bullets	lacer	0.16	0	1	1.4	1.35	1		0	0	0	knockback wounding	thermal					
medium_basic_ammo		Common Worker Miner Military Security Medical Science CResistance UnchainedBelt	1	5	0.02	1	Ammo	60	Ballistic	10	20	Medium	pierce	0.12	0	1	1	1.00	1		0	0	0		pistol					
medium_police_ammo		Common Security	2	5	0.02	1	Ammo	60	Ballistic	10	20	Medium	blunt	0.06	0	1	1	1.20	1		0	0	0	knockback knockdown	pistol					
rifle_basic_ammo		Common Worker Miner Military Security Medical Science CResistance UnchainedBelt	1	8	0.02	1	Ammo	50	Ballistic	10	20	Heavy	pierce	0.08	0	1	1	1.00	1		0	0	0		pistol					
rifle_armorpierce_ammo		Common Military Security	3	12	0.02	1	Ammo	50	Ballistic	10	20	Heavy	pierce	0.08	0	1	1	0.90	1		0	0	0	armor_pen	thermal					
rifle_plasma_ammo		RealWare SheduThousand	6	16	0.02	1	Ammo	50	Ballistic	10	20	Heavy	plasma	0.04	-1	1	1.2	1.20	1		0	0	0	heavy_incendiary fires	plasma					
heavy_basic_ammo		UnchainedBelt SheduThousand	3	14	0.05	1	Ammo	30	Ballistic	10	20	SuperHeavy	blunt	0.08	0	1	1	1.00	1		0	0	0		heavy					
heavy_flack_ammo		UnchainedBelt Grasshopper	6	18	0.05	1	Ammo	30	Ballistic	10	20	SuperHeavy	lacer	0.16	0	1.3	1	0.95	1		0	0	0	painful wounding	heavy					
shotgun_bullet_ammo		Common Worker Miner Military Security Medical Science	2	6	0.03	1	Ammo	50	Ballistic	10	20	Shells	blunt	0.06	1	1	1.2	0.90	1		0	0	0	heavy_knockback knockdown	pistol					
shotgun_shrapnel_ammo		Common Worker Miner Military Security Medical Science CResistance UnchainedBelt	1	5	0.03	1	Ammo	50	Ballistic	10	20	Shells	lacer	0.12	-1	1.3	2	1.00	5		0	0	0	knockback	shrapnel					
shotgun_flechette_ammo		AnCom ChurchRevelation	4	10	0.03	1	Ammo	50	Ballistic	10	20	Shells	pierce	0.2	-1	1.5	2.2	1.10	4		0	0	0	wounding armor_pen	thermal					
shotgun_explosion_ammo		ChurchRevelation	5	12	0.03	1	Ammo	50	Ballistic	10	20	Shells	explosion	0.16	1	1	1.2	1.20	1		0	0	0	incendiary fires knockback	thermal					
shotgun_dragon_ammo		ChurchRevelation	7	14	0.03	1	Ammo	50	Ballistic	10	20	Shells	fire	0.12	-1	1	2	1.00	5		0	0	0	heavy_incendiary heavy_fires	thermal					
battery_basic_ammo		Common Military Medical Science CResistance	2	10	0.02	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.08	0	1	1	1.00	1		0	0	0		laser					
dil_battery_ammo		Dilthey	3	12	0.015	1	Ammo	60	Ballistic	10	20	BatteryCells	beam	0.2	0	1.1	0.9	0.90	1		0	0	0		laser					
battery_crafted_ammo		Common Worker Medical Science CResistance	1	3	0.02	1	Ammo	30	Ballistic	10	20	BatteryCells	beam	0	0	0.9	1.5	1.15	1		0	0	0		laser					
quasi_energy_ammo		Mercury	1	4	0.04	1	Ammo	30	Ballistic	10	20	BatteryCells	plasma	0.35	0	1	1	1.40	1		0	0	0		continues_mercury					
*gas_ammo		Common Worker Miner CResistance	1	1	0.05	1	Ammo	60	Ballistic	10	20	Gas	fire	0	0	1	1	1.00	6		0	0	0	heavy_incendiary heavy_fires						
toxic_ammo		Common Worker Miner Medical Science	1	1	0.03	1	Ammo	60	Ballistic	10	20	Toxic	poison	0.08	0	1	1	1.00	1		0	0	0	toxic	toxic					
sawblade_ammo		Common Worker Miner	1	2	0.04	1	Ammo	20	Richoshet	10	20	SawBlade	lacer	0.16	0	1	1	1.00	1		0	0	0		disk					
quasi_basic_ammo		Venus	1	2	0.04	1	Ammo	40	Ballistic	10	20	QuasiCells	poison	0.07	0	1	1	1.00	1		0	0	0		frost					
quasi_harpoons_ammo		Moon	100	2	0.04	1	Ammo	20	Ballistic	10	20		pierce	1	0	1	1	1.00	1		0	0	0							
implicted_knife		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.15	0	1	1	1.00	1		0	0	0							
implicted_toxicknife		none	1	100	1	1	Ammo	0	Ballistic	0	0	Toxic	poison	0.15	0	1	1	1.00	1		0	0.2	-0.3							
implicted_knife_backstab		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.4	0	1	1	1.00	1		0	0	0							
implicted_combat_knife		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.15	0	1	1	1.00	1		0	0	0							
implicted_club		none	1	100	1	1	Ammo	0	Ballistic	0	0		blunt	0.16	0	1	1	1.00	1		0	0	0	heavy_knockdown						
implicted_club_back		none	1	100	1	1	Ammo	0	Ballistic	0	0		blunt	0.16	0	1	1	1.00	1		0	0	0	heavy_knockback						
implicted_breaker		none	1	100	1	1	Ammo	0	Ballistic	0	0	BatteryCells	blunt	0.09	0	1	1	1.00	3		0	0	0	knockdown						
implicted_breaker_back		none	1	100	1	1	Ammo	0	Ballistic	0	0	BatteryCells	blunt	0.09	0	1	1	1.00	3		0	0	0	knockback						
implicted_claw		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.22	0	1	1	1.00	1		0	0	0	wounding						
implicted_claw_back		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.22	0	1	1	1.00	1		0	0	0	wounding						
implicted_fireclub		none	1	100	1	1	Ammo	0	Ballistic	0	0	Gas	blunt	0.16	0	1	1	1.00	1		0	0	0	heavy_incendiary heavy_knockdown						
implicted_shockclub		none	1	100	1	1	Ammo	0	Ballistic	0	0	BatteryCells	blunt	0.16	0	1	1	1.00	1	shockEffect	1	2	0.8	knockdown						
implicted_heavy_axe		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.09	0	1	1	1.00	1		0	0	0							
implicted_axe_brutal		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.18	0	1	1	1.00	1		0	0	0	wounding						
implicted_sword		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.06	0	1	1	1.00	1		0	0	0							
implicted_katana		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.12	0	1	1	1.00	1		0	0	0							
implicted_sawblade		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.08	0	1	1	1.00	4		0	0	0							
implicted_sawblade_long		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.08	0	1	1	1.00	7		0	0	0							
implicted_drill_long		none	1	100	1	1	Ammo	0	Ballistic	0	0	Gas	lacer	0.08	0	1	1	1.00	7		0	0	0	heavy_knockdown						
implicted_sword_laser		none	1	100	1	1	Ammo	0	Ballistic	0	0	BatteryCells	beam	0.12	0	1	1	1.00	1		0	0	0							
implicted_sword_brutal		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.06	0	1	1	1.00	1		0	0	0							
implicted_katana_brutal		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.14	0	1	1	1.00	1		0	0	0							
implicted_body_part		none	1	100	1	1	Ammo	0	Ballistic	0	0		blunt	0.03	0	1	1	1.00	1		0	0	0							
implicted_em_ammo		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.08	0	1	1	1.00	1		0	0	0	armor_pen	thermal					
implicted_em_blunt_ammo		none	1	100	1	1	Ammo	0	Ballistic	0	0		blunt	0.04	0	1	1	1.00	1		0	0	0	heavy_knockback knockdown	sound					
implicted_disraptor_small_charge		none	1	100	1	1	Ammo	0	Ballistic	0	0		poison	0.04	0	1	1	1.00	1		0	0	0		disruptor_small					
implicted_disraptor_charge		none	1	100	1	1	Ammo	0	Ballistic	10	20	BatteryCells	poison	0.16	0	1	1	1.00	1	poisonEffect	0	0.4	-0.5	wounding	disruptor					
implicted_microwave_charge		none	1	100	1	1	Ammo	0	Ballistic	10	20	BatteryCells	fire	0.06	0	1	1	1.00	1		0	0	0	heavy_incendiary	microwave					
implicted_shockgun		none	1	100	1	1	Ammo	0	Ballistic	10	20	BatteryCells	shock	0.06	0	1	1	1.00	1		0	0	0		lighting					
implicted_stungun		none	1	100	1	1	Ammo	0	Ballistic	10	20	BatteryCells	shock	0.03	0	1	1	1.00	1		0	0.8	0.2		lighting_small					
implicted_coldgun		none	1	100	1	1	Ammo	0	Ballistic	10	20	BatteryCells	cold	0.08	0	1	1	1.00	1		0	0	0		tech_frost					
implicted_beam		none	1	100	1	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.08	0	1	1	1.00	1		0	0	0	incendiary	continues_laser					
implicted_superbeam		none	1	100	1	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.08	1	1	1	1.00	1		0	0.1	0	incendiary	continues_ultimate_ray					
implicted_pulse		none	1	100	1	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.12	0	1	1	1.00	1		0	0	0	incendiary	laser					
implicted_plasma_beam		none	1	100	1	1	Ammo	40	Ballistic	10	20	Gas	plasma	0.12	0	1	1	1.00	1		0	0	0	heavy_incendiary armor_pen	melta_beam					
implicted_plasma_charge		none	1	100	1	1	Ammo	40	Ballistic	10	20	BatteryCells	plasma	0.06	0	1	1	1.00	1		0	0	0	heavy_incendiary	plasma_charge					
implicted_toxic_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	Toxic	poison	0.12	0	1.3	2	1.00	5		0	0	0	wounding	toxic					
implicted_coldgun_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	BatteryCells	cold	0.12	0	1.3	2	1.00	5		0	0	0		tech_frost					
implicted_energy_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	BatteryCells	beam	0.12	0	1.3	2	1.00	5		0	0	0		laser					
implicted_plasma_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	BatteryCells	plasma	0.12	0	1.3	2	1.00	4		0	0	0	incendiary fires	plasma					
implicted_em_shrapnel		none	1	100	1	1	Ammo	0	Ballistic	0	0		pierce	0.12	0	1.2	2	1.00	3		0	0	0	knockback armor_pen	thermal					
implicted_toxicthrower		none	1	100	1	1	Ammo	0	ToxicFlame	0	0		poison	0	0	1	1	1.00	1		0	0	0	heavy_toxic	toxic_thrower					
implicted_flamethrower		none	1	100	1	1	Ammo	0	Flame	0	0	Gas	fire	0	0	1	1	1.00	1		0	0	0	heavy_incendiary heavy_fires	flame_thrower					
implicted_quasi_beam		none	1	100	1	1	Ammo	20	Ballistic	10	20	QuasiCells	beam	0.03	0	1	1	1.00	1		0	0	0		quasi_beam					
implicted_xiomara_range		none	1	100	1	1	Ammo	0	Ballistic	0	0	QuasiCells	poison	0.06	0	1	1	1.00	1		0	0	0		frost					
placeholder_ammo		none	1	100	1	1	Ammo	0	Ballistic	0	0		blunt	0	0	1	1	1.00	1		0	0	0							
#end																														
																														
#backpacks																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	Width	Height	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	AddServoArm	BackpackWeightMult	ReloadTurnMod													
small_backpack_1		Common Worker Miner Security Medical Science UnchainedBelt	1	100	0.5	1	Backpack	6	2	0.08	100	0	FALSE	rags	FALSE	0.5	0													
medium_backpack_1		Military Dilthey FrancheComte	2	250	1	1	Backpack	6	3	0.08	150	0	FALSE	rags plastic	FALSE	0.7	0													
big_backpack_1		Military RealWare SheduThousand	3	600	1.5	1	Backpack	6	4	0.08	200	0	FALSE	rags plastic	FALSE	0.9	0													
servo_backpack_1		Worker Miner CoreWard PlanetBridge Grasshopper CResistance	2	250	1.5	1	Backpack	6	2	0.08	150	0	FALSE	plastic rusty_plates	TRUE	0.5	-1													
sun_servo_backpack_1		Sunlight	6	1500	2.5	1	Backpack	6	3	0.08	200	0	FALSE	ceramite_plates	TRUE	0.4	-1													
#end																														
																														
#vests																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	SlotCapacity	ReloadTurnMod	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	ResistSheet															
pmc_common_vest_1		Military SBN CoreWard PlanetBridge	3	300	2.4	1	Vest	3	-1	0.08	100	0	FALSE	rags plastic	blunt 0 pierce 0 lacer 0 fire 5 cold 0 poison 0 shock 0 beam 5															
military_armored_vest_1		Military Dilthey RealWare SheduThousand Grasshopper	5	600	4.8	1	Vest	3	-1	0.08	120	0	FALSE	plastic ceramite_plates	blunt 10 pierce 10 lacer 0 fire 10 cold 0 poison 0 shock 0 beam 10															
trash_common_vest_1		Common Prison AnCom Grasshopper UnchainedBelt CResistance	1	50	0.5	1	Vest	2	0	0.08	60	0	FALSE	rags	blunt 0 pierce 0 lacer 0 fire 0 cold 4 poison 0 shock 0 beam 0															
trash_armored_vest_1		Militia Prison ChurchRevelation CoreWard UnchainedBelt CResistance	2	100	2.2	1	Vest	2	0	0.08	80	0	FALSE	rags rusty_plates	blunt 8 pierce 8 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0															
military_common_vest_1		Security RealWare SheduThousand PlanetBridge DaydreamChems	2	150	1.6	1	Vest	2	-2	0.08	90	0	FALSE	rags plastic	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0															
armored_vest_1		Security SheduThousand ChurchRevelation PlanetBridge FrancheComte	1	150	4	1	Vest	1	0	0.08	120	0	FALSE	rusty_plates armor_plates	blunt 0 pierce 10 lacer 10 fire 0 cold 0 poison 0 shock 0 beam 6															
armored_expanded_vest_1		SBN Dilthey Sunlight Grasshopper	4	350	4.4	1	Vest	2	-2	0.08	100	0	FALSE	rusty_plates armor_plates	blunt 0 pierce 10 lacer 10 fire 0 cold 0 poison 0 shock 0 beam 8															
heavy_armored_vest_1		AnCom SBN RealWare SheduThousand CoreWard FrancheComte	6	1000	5	1	Vest	1	0	0.08	150	0	FALSE	rubber ceramite_plates	blunt 14 pierce 14 lacer 14 fire 0 cold 0 poison 0 shock 10 beam 10															
snake_vest_1		UnchainedBelt	4	500	0.6	1	Vest	1	-2	0.08	60	0	FALSE	plastic rubber	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 15 shock 0 beam 0															
#end																														
																														
#armors																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	ArmorClass	ArmorSubClass	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	ResistSheet																
common_shirt_1		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_shirt_2		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_shirt_3		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_hybershirt_1		Common Civillian	4	100	2.1	1	Armor	Cloth	Default	60	0	FALSE	rags plastic rubber	blunt 6 pierce 0 lacer 0 fire 0 cold 3 poison 7 shock 6 beam 0																
common_hybershirt_2		Common Civillian	4	100	2.1	1	Armor	Cloth	Default	60	0	FALSE	rags plastic rubber	blunt 6 pierce 0 lacer 0 fire 0 cold 3 poison 7 shock 6 beam 0																
common_blouse_1		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_blouse_2		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_blouse_3		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_blouse_4		Common Civillian	1	50	2	1	Armor	Cloth	Default	50	0	FALSE	rags	blunt 6 pierce 0 lacer 0 fire 0 cold 5 poison 0 shock 0 beam 0																
common_hoodie_1		Common Civillian	4	100	2.1	1	Armor	Cloth	Default	60	0	FALSE	rags plastic rubber	blunt 6 pierce 0 lacer 0 fire 0 cold 3 poison 7 shock 6 beam 0																
common_hoodie_2		Common Civillian	4	100	2.1	1	Armor	Cloth	Default	60	0	FALSE	rags plastic rubber	blunt 6 pierce 0 lacer 0 fire 0 cold 3 poison 7 shock 6 beam 0																
common_jacket_1		Common Civillian	2	75	2.2	1	Armor	Cloth	Default	55	0	FALSE	rags	blunt 6 pierce 0 lacer 5 fire 0 cold 6 poison 0 shock 0 beam 0																
science_coat_1		Science Dilthey	1	50	2.2	1	Armor	Cloth	Default	55	0	FALSE	plastic	blunt 5 pierce 0 lacer 0 fire 0 cold 0 poison 4 shock 6 beam 0																
science_coat_2		Science Dilthey	2	75	2.8	1	Armor	Cloth	Default	60	0	FALSE	rags plastic	blunt 7 pierce 0 lacer 0 fire 0 cold 0 poison 6 shock 5 beam 0																
science_reinforced_shirt_1		Science Dilthey	3	275	3.8	1	Armor	LightArmor	Default	80	0	FALSE	plastic	blunt 6 pierce 0 lacer 8 fire 0 cold 0 poison 7 shock 10 beam 8																
science_chem_shirt_1		Science Dilthey	5	125	2.4	1	Armor	Cloth	Default	65	0	FALSE	plastic rubber	blunt 0 pierce 0 lacer 0 fire 7 cold 0 poison 7 shock 9 beam 0																
